chrom	strand	start	end	value
chr7	+	200687	200697	16.0
chr7	+	273073	273083	16.0
chr7	+	280534	280544	16.0
chr7	+	513057	513067	16.0
chr7	+	531811	531821	16.0
chr7	+	578690	578700	16.0
chr7	+	73119	73129	15.0
chr7	+	76747	76757	15.0
chr7	+	156537	156547	15.0
chr7	+	346251	346261	15.0
chr7	+	362810	362820	15.0
chr7	+	375045	375055	15.0
chr7	+	626466	626476	15.0
chr7	+	642651	642661	15.0
chr7	+	686988	686998	15.0
chr7	+	756789	756799	15.0
chr7	+	875025	875035	15.0
chr7	+	41481	41491	14.0
chr7	+	115775	115785	14.0
chr7	+	245384	245394	14.0
chr7	+	300827	300837	14.0
chr7	+	308515	308525	14.0
chr7	+	313046	313056	14.0
chr7	+	369347	369357	14.0
chr7	+	371566	371576	14.0
chr7	+	375021	375031	14.0
chr7	+	446671	446681	14.0
chr7	+	464084	464094	14.0
chr7	+	526475	526485	14.0
chr7	+	596583	596593	14.0
chr7	+	677891	677901	14.0
chr7	+	767564	767574	14.0
chr7	+	954583	954593	14.0
chr7	+	1000452	1000462	14.0
chr7	+	1048665	1048675	14.0
chr7	+	1058597	1058607	14.0
chr7	+	5509	5519	13.0
chr7	+	91138	91148	13.0
chr7	+	98893	98903	13.0
chr7	+	191113	191123	13.0
chr7	+	199024	199034	13.0
chr7	+	200481	200491	13.0
chr7	+	218444	218454	13.0
chr7	+	227502	227512	13.0
chr7	+	271465	271475	13.0
chr7	+	289228	289238	13.0
chr7	+	316817	316827	13.0
chr7	+	377503	377513	13.0
chr7	+	417854	417864	13.0
chr7	+	450221	450231	13.0
chr7	+	480288	480298	13.0
chr7	+	524325	524335	13.0
chr7	+	561751	561761	13.0
chr7	+	583955	583965	13.0
chr7	+	622757	622767	13.0
chr7	+	884516	884526	13.0
chr7	+	956754	956764	13.0
chr7	+	1037042	1037052	13.0
chr7	+	24899	24909	12.0
chr7	+	35441	35451	12.0
chr7	+	123555	123565	12.0
chr7	+	330974	330984	12.0
chr7	+	334651	334661	12.0
chr7	+	414553	414563	12.0
chr7	+	430129	430139	12.0
chr7	+	485429	485439	12.0
chr7	+	583386	583396	12.0
chr7	+	584863	584873	12.0
chr7	+	597211	597221	12.0
chr7	+	615759	615769	12.0
chr7	+	662924	662934	12.0
chr7	+	681042	681052	12.0
chr7	+	707084	707094	12.0
chr7	+	885940	885950	12.0
chr7	+	905675	905685	12.0
chr7	+	906177	906187	12.0
chr7	+	932308	932318	12.0
chr7	+	962315	962325	12.0
chr7	+	976545	976555	12.0
chr7	+	998340	998350	12.0
chr7	+	1010541	1010551	12.0
chr7	+	1021316	1021326	12.0
chr7	+	1052705	1052715	12.0
chr7	+	1059591	1059601	12.0
chr7	+	41422	41432	11.0
chr7	+	49417	49427	11.0
chr7	+	56699	56709	11.0
chr7	+	60213	60223	11.0
chr7	+	123793	123803	11.0
chr7	+	127726	127736	11.0
chr7	+	158559	158569	11.0
chr7	+	206558	206568	11.0
chr7	+	225827	225837	11.0
chr7	+	282132	282142	11.0
chr7	+	291792	291802	11.0
chr7	+	299450	299460	11.0
chr7	+	312200	312210	11.0
chr7	+	327320	327330	11.0
chr7	+	328434	328444	11.0
chr7	+	376956	376966	11.0
chr7	+	422112	422122	11.0
chr7	+	474624	474634	11.0
chr7	+	474890	474900	11.0
chr7	+	492303	492313	11.0
chr7	+	500173	500183	11.0
chr7	+	560525	560535	11.0
chr7	+	584784	584794	11.0
chr7	+	703229	703239	11.0
chr7	+	718844	718854	11.0
chr7	+	770439	770449	11.0
chr7	+	824317	824327	11.0
chr7	+	845965	845975	11.0
chr7	+	852620	852630	11.0
chr7	+	857774	857784	11.0
chr7	+	858181	858191	11.0
chr7	+	882696	882706	11.0
chr7	+	919617	919627	11.0
chr7	+	930762	930772	11.0
chr7	+	947287	947297	11.0
chr7	+	982460	982470	11.0
chr7	+	1011708	1011718	11.0
chr7	+	1063353	1063363	11.0
chr7	+	35917	35927	10.0
chr7	+	37585	37595	10.0
chr7	+	140301	140311	10.0
chr7	+	144114	144124	10.0
chr7	+	167443	167453	10.0
chr7	+	171530	171540	10.0
chr7	+	174744	174754	10.0
chr7	+	201180	201190	10.0
chr7	+	268072	268082	10.0
chr7	+	303813	303823	10.0
chr7	+	342068	342078	10.0
chr7	+	355153	355163	10.0
chr7	+	356585	356595	10.0
chr7	+	397980	397990	10.0
chr7	+	403612	403622	10.0
chr7	+	427446	427456	10.0
chr7	+	443671	443681	10.0
chr7	+	444779	444789	10.0
chr7	+	455312	455322	10.0
chr7	+	513114	513124	10.0
chr7	+	513271	513281	10.0
chr7	+	547865	547875	10.0
chr7	+	580475	580485	10.0
chr7	+	608563	608573	10.0
chr7	+	616232	616242	10.0
chr7	+	700999	701009	10.0
chr7	+	728936	728946	10.0
chr7	+	781858	781868	10.0
chr7	+	855815	855825	10.0
chr7	+	866310	866320	10.0
chr7	+	894414	894424	10.0
chr7	+	901541	901551	10.0
chr7	+	901809	901819	10.0
chr7	+	937080	937090	10.0
chr7	+	941753	941763	10.0
chr7	+	1019441	1019451	10.0
chr7	+	1024550	1024560	10.0
chr7	+	1052644	1052654	10.0
chr7	+	1061807	1061817	10.0
chr7	+	80955	80965	9.0
chr7	+	113257	113267	9.0
chr7	+	123127	123137	9.0
chr7	+	123534	123544	9.0
chr7	+	152251	152261	9.0
chr7	+	183602	183612	9.0
chr7	+	228246	228256	9.0
chr7	+	256012	256022	9.0
chr7	+	269423	269433	9.0
chr7	+	322339	322349	9.0
chr7	+	325682	325692	9.0
chr7	+	372320	372330	9.0
chr7	+	374619	374629	9.0
chr7	+	393914	393924	9.0
chr7	+	394746	394756	9.0
chr7	+	480093	480103	9.0
chr7	+	494407	494417	9.0
chr7	+	499579	499589	9.0
chr7	+	580245	580255	9.0
chr7	+	585347	585357	9.0
chr7	+	617793	617803	9.0
chr7	+	644240	644250	9.0
chr7	+	646996	647006	9.0
chr7	+	653979	653989	9.0
chr7	+	729559	729569	9.0
chr7	+	747613	747623	9.0
chr7	+	763768	763778	9.0
chr7	+	781822	781832	9.0
chr7	+	789003	789013	9.0
chr7	+	796649	796659	9.0
chr7	+	799402	799412	9.0
chr7	+	801308	801318	9.0
chr7	+	857763	857773	9.0
chr7	+	905753	905763	9.0
chr7	+	905789	905799	9.0
chr7	+	953929	953939	9.0
chr7	+	960510	960520	9.0
chr7	+	982278	982288	9.0
chr7	+	1001321	1001331	9.0
chr7	+	1013422	1013432	9.0
chr7	+	1022657	1022667	9.0
chr7	+	26904	26914	8.0
chr7	+	37169	37179	8.0
chr7	+	55035	55045	8.0
chr7	+	67032	67042	8.0
chr7	+	94786	94796	8.0
chr7	+	94891	94901	8.0
chr7	+	104118	104128	8.0
chr7	+	138583	138593	8.0
chr7	+	164819	164829	8.0
chr7	+	216047	216057	8.0
chr7	+	245786	245796	8.0
chr7	+	249735	249745	8.0
chr7	+	271435	271445	8.0
chr7	+	280385	280395	8.0
chr7	+	281334	281344	8.0
chr7	+	283140	283150	8.0
chr7	+	302277	302287	8.0
chr7	+	322210	322220	8.0
chr7	+	359117	359127	8.0
chr7	+	372627	372637	8.0
chr7	+	389294	389304	8.0
chr7	+	452854	452864	8.0
chr7	+	494757	494767	8.0
chr7	+	504740	504750	8.0
chr7	+	510472	510482	8.0
chr7	+	511429	511439	8.0
chr7	+	531876	531886	8.0
chr7	+	546021	546031	8.0
chr7	+	560445	560455	8.0
chr7	+	587260	587270	8.0
chr7	+	596419	596429	8.0
chr7	+	597992	598002	8.0
chr7	+	601376	601386	8.0
chr7	+	605904	605914	8.0
chr7	+	609333	609343	8.0
chr7	+	610010	610020	8.0
chr7	+	610604	610614	8.0
chr7	+	633789	633799	8.0
chr7	+	641273	641283	8.0
chr7	+	697636	697646	8.0
chr7	+	716636	716646	8.0
chr7	+	742539	742549	8.0
chr7	+	744177	744187	8.0
chr7	+	754104	754114	8.0
chr7	+	767546	767556	8.0
chr7	+	771759	771769	8.0
chr7	+	787900	787910	8.0
chr7	+	807955	807965	8.0
chr7	+	847976	847986	8.0
chr7	+	872084	872094	8.0
chr7	+	876068	876078	8.0
chr7	+	878113	878123	8.0
chr7	+	897542	897552	8.0
chr7	+	897590	897600	8.0
chr7	+	905763	905773	8.0
chr7	+	915727	915737	8.0
chr7	+	931071	931081	8.0
chr7	+	932175	932185	8.0
chr7	+	952608	952618	8.0
chr7	+	962287	962297	8.0
chr7	+	976384	976394	8.0
chr7	+	977064	977074	8.0
chr7	+	977700	977710	8.0
chr7	+	1074724	1074734	8.0
chr7	+	82204	82214	7.0
chr7	+	109367	109377	7.0
chr7	+	115913	115923	7.0
chr7	+	121814	121824	7.0
chr7	+	144260	144270	7.0
chr7	+	153678	153688	7.0
chr7	+	169422	169432	7.0
chr7	+	191315	191325	7.0
chr7	+	226082	226092	7.0
chr7	+	228832	228842	7.0
chr7	+	231591	231601	7.0
chr7	+	249785	249795	7.0
chr7	+	274104	274114	7.0
chr7	+	277942	277952	7.0
chr7	+	322529	322539	7.0
chr7	+	328034	328044	7.0
chr7	+	344109	344119	7.0
chr7	+	376333	376343	7.0
chr7	+	390978	390988	7.0
chr7	+	396233	396243	7.0
chr7	+	417786	417796	7.0
chr7	+	501322	501332	7.0
chr7	+	510209	510219	7.0
chr7	+	528217	528227	7.0
chr7	+	549425	549435	7.0
chr7	+	587512	587522	7.0
chr7	+	610039	610049	7.0
chr7	+	629883	629893	7.0
chr7	+	639662	639672	7.0
chr7	+	645535	645545	7.0
chr7	+	701882	701892	7.0
chr7	+	738968	738978	7.0
chr7	+	772903	772913	7.0
chr7	+	775413	775423	7.0
chr7	+	783015	783025	7.0
chr7	+	826185	826195	7.0
chr7	+	828840	828850	7.0
chr7	+	843828	843838	7.0
chr7	+	844125	844135	7.0
chr7	+	853552	853562	7.0
chr7	+	855445	855455	7.0
chr7	+	857787	857797	7.0
chr7	+	857855	857865	7.0
chr7	+	858015	858025	7.0
chr7	+	885327	885337	7.0
chr7	+	894690	894700	7.0
chr7	+	940422	940432	7.0
chr7	+	998903	998913	7.0
chr7	+	1010235	1010245	7.0
chr7	+	1027840	1027850	7.0
chr7	+	1032564	1032574	7.0
chr7	+	1051918	1051928	7.0
chr7	+	5030	5040	6.0
chr7	+	20693	20703	6.0
chr7	+	35493	35503	6.0
chr7	+	36890	36900	6.0
chr7	+	38136	38146	6.0
chr7	+	49486	49496	6.0
chr7	+	56364	56374	6.0
chr7	+	61339	61349	6.0
chr7	+	73907	73917	6.0
chr7	+	77288	77298	6.0
chr7	+	79165	79175	6.0
chr7	+	99196	99206	6.0
chr7	+	102046	102056	6.0
chr7	+	130864	130874	6.0
chr7	+	133722	133732	6.0
chr7	+	163431	163441	6.0
chr7	+	229241	229251	6.0
chr7	+	237115	237125	6.0
chr7	+	249903	249913	6.0
chr7	+	285386	285396	6.0
chr7	+	320998	321008	6.0
chr7	+	344504	344514	6.0
chr7	+	347216	347226	6.0
chr7	+	367641	367651	6.0
chr7	+	369635	369645	6.0
chr7	+	372196	372206	6.0
chr7	+	375333	375343	6.0
chr7	+	390364	390374	6.0
chr7	+	393590	393600	6.0
chr7	+	410801	410811	6.0
chr7	+	442662	442672	6.0
chr7	+	448371	448381	6.0
chr7	+	458324	458334	6.0
chr7	+	485392	485402	6.0
chr7	+	495950	495960	6.0
chr7	+	500694	500704	6.0
chr7	+	511222	511232	6.0
chr7	+	513189	513199	6.0
chr7	+	515070	515080	6.0
chr7	+	527129	527139	6.0
chr7	+	531593	531603	6.0
chr7	+	575178	575188	6.0
chr7	+	576169	576179	6.0
chr7	+	584824	584834	6.0
chr7	+	594997	595007	6.0
chr7	+	596474	596484	6.0
chr7	+	596483	596493	6.0
chr7	+	672111	672121	6.0
chr7	+	699074	699084	6.0
chr7	+	702846	702856	6.0
chr7	+	718668	718678	6.0
chr7	+	719526	719536	6.0
chr7	+	739178	739188	6.0
chr7	+	758455	758465	6.0
chr7	+	765798	765808	6.0
chr7	+	775916	775926	6.0
chr7	+	777392	777402	6.0
chr7	+	780090	780100	6.0
chr7	+	795133	795143	6.0
chr7	+	800512	800522	6.0
chr7	+	807759	807769	6.0
chr7	+	807923	807933	6.0
chr7	+	839480	839490	6.0
chr7	+	843780	843790	6.0
chr7	+	852907	852917	6.0
chr7	+	858053	858063	6.0
chr7	+	875087	875097	6.0
chr7	+	905842	905852	6.0
chr7	+	912943	912953	6.0
chr7	+	929625	929635	6.0
chr7	+	937939	937949	6.0
chr7	+	939282	939292	6.0
chr7	+	955817	955827	6.0
chr7	+	962268	962278	6.0
chr7	+	985152	985162	6.0
chr7	+	986984	986994	6.0
chr7	+	999990	1000000	6.0
chr7	+	1000435	1000445	6.0
chr7	+	1000687	1000697	6.0
chr7	+	1001717	1001727	6.0
chr7	+	1003919	1003929	6.0
chr7	+	1004194	1004204	6.0
chr7	+	1022596	1022606	6.0
chr7	+	1022616	1022626	6.0
chr7	+	1022722	1022732	6.0
chr7	+	1025709	1025719	6.0
chr7	+	1052926	1052936	6.0
chr7	+	1063766	1063776	6.0
chr7	+	17168	17178	5.0
chr7	+	21728	21738	5.0
chr7	+	29487	29497	5.0
chr7	+	38777	38787	5.0
chr7	+	41645	41655	5.0
chr7	+	49628	49638	5.0
chr7	+	49954	49964	5.0
chr7	+	53839	53849	5.0
chr7	+	53975	53985	5.0
chr7	+	62143	62153	5.0
chr7	+	67068	67078	5.0
chr7	+	78715	78725	5.0
chr7	+	84216	84226	5.0
chr7	+	98605	98615	5.0
chr7	+	117228	117238	5.0
chr7	+	122459	122469	5.0
chr7	+	123036	123046	5.0
chr7	+	143483	143493	5.0
chr7	+	147809	147819	5.0
chr7	+	153156	153166	5.0
chr7	+	165994	166004	5.0
chr7	+	178094	178104	5.0
chr7	+	204130	204140	5.0
chr7	+	251182	251192	5.0
chr7	+	254654	254664	5.0
chr7	+	278273	278283	5.0
chr7	+	284394	284404	5.0
chr7	+	287460	287470	5.0
chr7	+	291653	291663	5.0
chr7	+	308003	308013	5.0
chr7	+	313500	313510	5.0
chr7	+	348338	348348	5.0
chr7	+	377421	377431	5.0
chr7	+	407792	407802	5.0
chr7	+	418189	418199	5.0
chr7	+	423883	423893	5.0
chr7	+	425339	425349	5.0
chr7	+	426484	426494	5.0
chr7	+	434083	434093	5.0
chr7	+	445529	445539	5.0
chr7	+	448954	448964	5.0
chr7	+	454208	454218	5.0
chr7	+	461755	461765	5.0
chr7	+	472411	472421	5.0
chr7	+	472896	472906	5.0
chr7	+	473090	473100	5.0
chr7	+	474123	474133	5.0
chr7	+	479589	479599	5.0
chr7	+	490252	490262	5.0
chr7	+	496041	496051	5.0
chr7	+	500191	500201	5.0
chr7	+	501623	501633	5.0
chr7	+	504022	504032	5.0
chr7	+	511499	511509	5.0
chr7	+	514007	514017	5.0
chr7	+	517521	517531	5.0
chr7	+	528526	528536	5.0
chr7	+	584967	584977	5.0
chr7	+	587309	587319	5.0
chr7	+	601388	601398	5.0
chr7	+	609365	609375	5.0
chr7	+	610052	610062	5.0
chr7	+	613920	613930	5.0
chr7	+	642083	642093	5.0
chr7	+	642288	642298	5.0
chr7	+	646975	646985	5.0
chr7	+	670294	670304	5.0
chr7	+	670400	670410	5.0
chr7	+	679512	679522	5.0
chr7	+	681946	681956	5.0
chr7	+	719356	719366	5.0
chr7	+	719462	719472	5.0
chr7	+	731558	731568	5.0
chr7	+	731660	731670	5.0
chr7	+	751912	751922	5.0
chr7	+	758121	758131	5.0
chr7	+	758957	758967	5.0
chr7	+	761314	761324	5.0
chr7	+	762018	762028	5.0
chr7	+	767364	767374	5.0
chr7	+	800396	800406	5.0
chr7	+	807333	807343	5.0
chr7	+	823595	823605	5.0
chr7	+	828807	828817	5.0
chr7	+	832770	832780	5.0
chr7	+	833128	833138	5.0
chr7	+	836330	836340	5.0
chr7	+	855269	855279	5.0
chr7	+	856857	856867	5.0
chr7	+	858569	858579	5.0
chr7	+	866266	866276	5.0
chr7	+	867492	867502	5.0
chr7	+	868377	868387	5.0
chr7	+	875308	875318	5.0
chr7	+	882969	882979	5.0
chr7	+	896905	896915	5.0
chr7	+	919111	919121	5.0
chr7	+	924616	924626	5.0
chr7	+	946834	946844	5.0
chr7	+	953751	953761	5.0
chr7	+	999101	999111	5.0
chr7	+	999540	999550	5.0
chr7	+	1017485	1017495	5.0
chr7	+	1022577	1022587	5.0
chr7	+	1039895	1039905	5.0
chr7	+	1052285	1052295	5.0
chr7	+	1063651	1063661	5.0
chr7	+	1079524	1079534	5.0
chr7	+	494	504	4.0
chr7	+	35734	35744	4.0
chr7	+	41445	41455	4.0
chr7	+	53806	53816	4.0
chr7	+	64995	65005	4.0
chr7	+	69937	69947	4.0
chr7	+	69999	70009	4.0
chr7	+	72291	72301	4.0
chr7	+	78944	78954	4.0
chr7	+	88600	88610	4.0
chr7	+	144373	144383	4.0
chr7	+	189963	189973	4.0
chr7	+	202312	202322	4.0
chr7	+	222642	222652	4.0
chr7	+	225983	225993	4.0
chr7	+	244321	244331	4.0
chr7	+	248330	248340	4.0
chr7	+	248886	248896	4.0
chr7	+	255541	255551	4.0
chr7	+	268898	268908	4.0
chr7	+	285314	285324	4.0
chr7	+	302487	302497	4.0
chr7	+	302970	302980	4.0
chr7	+	307307	307317	4.0
chr7	+	311940	311950	4.0
chr7	+	322369	322379	4.0
chr7	+	322845	322855	4.0
chr7	+	325381	325391	4.0
chr7	+	328702	328712	4.0
chr7	+	337606	337616	4.0
chr7	+	352139	352149	4.0
chr7	+	374723	374733	4.0
chr7	+	375103	375113	4.0
chr7	+	400834	400844	4.0
chr7	+	417585	417595	4.0
chr7	+	440132	440142	4.0
chr7	+	472536	472546	4.0
chr7	+	478736	478746	4.0
chr7	+	481797	481807	4.0
chr7	+	485005	485015	4.0
chr7	+	497675	497685	4.0
chr7	+	507546	507556	4.0
chr7	+	514590	514600	4.0
chr7	+	524704	524714	4.0
chr7	+	548366	548376	4.0
chr7	+	557178	557188	4.0
chr7	+	575614	575624	4.0
chr7	+	579838	579848	4.0
chr7	+	596500	596510	4.0
chr7	+	596672	596682	4.0
chr7	+	616493	616503	4.0
chr7	+	645178	645188	4.0
chr7	+	647595	647605	4.0
chr7	+	648222	648232	4.0
chr7	+	651504	651514	4.0
chr7	+	651522	651532	4.0
chr7	+	651683	651693	4.0
chr7	+	655806	655816	4.0
chr7	+	675328	675338	4.0
chr7	+	676236	676246	4.0
chr7	+	677150	677160	4.0
chr7	+	687693	687703	4.0
chr7	+	699987	699997	4.0
chr7	+	719912	719922	4.0
chr7	+	725134	725144	4.0
chr7	+	727921	727931	4.0
chr7	+	729381	729391	4.0
chr7	+	730252	730262	4.0
chr7	+	732876	732886	4.0
chr7	+	743103	743113	4.0
chr7	+	757838	757848	4.0
chr7	+	760074	760084	4.0
chr7	+	760316	760326	4.0
chr7	+	761255	761265	4.0
chr7	+	761430	761440	4.0
chr7	+	770771	770781	4.0
chr7	+	779767	779777	4.0
chr7	+	795256	795266	4.0
chr7	+	798038	798048	4.0
chr7	+	798878	798888	4.0
chr7	+	838751	838761	4.0
chr7	+	858083	858093	4.0
chr7	+	866593	866603	4.0
chr7	+	889559	889569	4.0
chr7	+	895650	895660	4.0
chr7	+	897572	897582	4.0
chr7	+	905724	905734	4.0
chr7	+	943877	943887	4.0
chr7	+	950508	950518	4.0
chr7	+	953902	953912	4.0
chr7	+	956928	956938	4.0
chr7	+	959291	959301	4.0
chr7	+	980458	980468	4.0
chr7	+	986252	986262	4.0
chr7	+	1010120	1010130	4.0
chr7	+	1031098	1031108	4.0
chr7	+	1047099	1047109	4.0
chr7	+	1051930	1051940	4.0
chr7	+	1052009	1052019	4.0
chr7	+	1061833	1061843	4.0
chr7	+	1062425	1062435	4.0
chr7	+	1063324	1063334	4.0
chr7	+	10317	10327	3.0
chr7	+	17889	17899	3.0
chr7	+	23972	23982	3.0
chr7	+	37316	37326	3.0
chr7	+	41719	41729	3.0
chr7	+	42946	42956	3.0
chr7	+	49603	49613	3.0
chr7	+	49706	49716	3.0
chr7	+	49898	49908	3.0
chr7	+	52115	52125	3.0
chr7	+	57237	57247	3.0
chr7	+	58589	58599	3.0
chr7	+	61986	61996	3.0
chr7	+	67016	67026	3.0
chr7	+	68464	68474	3.0
chr7	+	70449	70459	3.0
chr7	+	76811	76821	3.0
chr7	+	86989	86999	3.0
chr7	+	88103	88113	3.0
chr7	+	106536	106546	3.0
chr7	+	112882	112892	3.0
chr7	+	115818	115828	3.0
chr7	+	116099	116109	3.0
chr7	+	122712	122722	3.0
chr7	+	123589	123599	3.0
chr7	+	130053	130063	3.0
chr7	+	144398	144408	3.0
chr7	+	144628	144638	3.0
chr7	+	147942	147952	3.0
chr7	+	163414	163424	3.0
chr7	+	169476	169486	3.0
chr7	+	194346	194356	3.0
chr7	+	205479	205489	3.0
chr7	+	217504	217514	3.0
chr7	+	220579	220589	3.0
chr7	+	228735	228745	3.0
chr7	+	228888	228898	3.0
chr7	+	230642	230652	3.0
chr7	+	250378	250388	3.0
chr7	+	252282	252292	3.0
chr7	+	271500	271510	3.0
chr7	+	274682	274692	3.0
chr7	+	284034	284044	3.0
chr7	+	284506	284516	3.0
chr7	+	290218	290228	3.0
chr7	+	292646	292656	3.0
chr7	+	298032	298042	3.0
chr7	+	304429	304439	3.0
chr7	+	311090	311100	3.0
chr7	+	315358	315368	3.0
chr7	+	317177	317187	3.0
chr7	+	321291	321301	3.0
chr7	+	328555	328565	3.0
chr7	+	334750	334760	3.0
chr7	+	354763	354773	3.0
chr7	+	364275	364285	3.0
chr7	+	373282	373292	3.0
chr7	+	377394	377404	3.0
chr7	+	389207	389217	3.0
chr7	+	394324	394334	3.0
chr7	+	396810	396820	3.0
chr7	+	402415	402425	3.0
chr7	+	402643	402653	3.0
chr7	+	406234	406244	3.0
chr7	+	416862	416872	3.0
chr7	+	428482	428492	3.0
chr7	+	433390	433400	3.0
chr7	+	440242	440252	3.0
chr7	+	452125	452135	3.0
chr7	+	458957	458967	3.0
chr7	+	468535	468545	3.0
chr7	+	479286	479296	3.0
chr7	+	479847	479857	3.0
chr7	+	481268	481278	3.0
chr7	+	481585	481595	3.0
chr7	+	482317	482327	3.0
chr7	+	485323	485333	3.0
chr7	+	488282	488292	3.0
chr7	+	492392	492402	3.0
chr7	+	496560	496570	3.0
chr7	+	500248	500258	3.0
chr7	+	512727	512737	3.0
chr7	+	513218	513228	3.0
chr7	+	513355	513365	3.0
chr7	+	516025	516035	3.0
chr7	+	518290	518300	3.0
chr7	+	527339	527349	3.0
chr7	+	530753	530763	3.0
chr7	+	545053	545063	3.0
chr7	+	555843	555853	3.0
chr7	+	583466	583476	3.0
chr7	+	585086	585096	3.0
chr7	+	588648	588658	3.0
chr7	+	590449	590459	3.0
chr7	+	591864	591874	3.0
chr7	+	593019	593029	3.0
chr7	+	601541	601551	3.0
chr7	+	601571	601581	3.0
chr7	+	609272	609282	3.0
chr7	+	609996	610006	3.0
chr7	+	610100	610110	3.0
chr7	+	610637	610647	3.0
chr7	+	610719	610729	3.0
chr7	+	611951	611961	3.0
chr7	+	625716	625726	3.0
chr7	+	635034	635044	3.0
chr7	+	638000	638010	3.0
chr7	+	641976	641986	3.0
chr7	+	650569	650579	3.0
chr7	+	650749	650759	3.0
chr7	+	655224	655234	3.0
chr7	+	657744	657754	3.0
chr7	+	669807	669817	3.0
chr7	+	670160	670170	3.0
chr7	+	678987	678997	3.0
chr7	+	686123	686133	3.0
chr7	+	689798	689808	3.0
chr7	+	701134	701144	3.0
chr7	+	702580	702590	3.0
chr7	+	703411	703421	3.0
chr7	+	704690	704700	3.0
chr7	+	714684	714694	3.0
chr7	+	717730	717740	3.0
chr7	+	718571	718581	3.0
chr7	+	721267	721277	3.0
chr7	+	727596	727606	3.0
chr7	+	736334	736344	3.0
chr7	+	737738	737748	3.0
chr7	+	747260	747270	3.0
chr7	+	749745	749755	3.0
chr7	+	750757	750767	3.0
chr7	+	756746	756756	3.0
chr7	+	756899	756909	3.0
chr7	+	770586	770596	3.0
chr7	+	770753	770763	3.0
chr7	+	771288	771298	3.0
chr7	+	777054	777064	3.0
chr7	+	777705	777715	3.0
chr7	+	777792	777802	3.0
chr7	+	778482	778492	3.0
chr7	+	782235	782245	3.0
chr7	+	793716	793726	3.0
chr7	+	795598	795608	3.0
chr7	+	801669	801679	3.0
chr7	+	830344	830354	3.0
chr7	+	837125	837135	3.0
chr7	+	838664	838674	3.0
chr7	+	844159	844169	3.0
chr7	+	849773	849783	3.0
chr7	+	864434	864444	3.0
chr7	+	872351	872361	3.0
chr7	+	876375	876385	3.0
chr7	+	884421	884431	3.0
chr7	+	886907	886917	3.0
chr7	+	891442	891452	3.0
chr7	+	892833	892843	3.0
chr7	+	905024	905034	3.0
chr7	+	907499	907509	3.0
chr7	+	911592	911602	3.0
chr7	+	911968	911978	3.0
chr7	+	912438	912448	3.0
chr7	+	932190	932200	3.0
chr7	+	933421	933431	3.0
chr7	+	937171	937181	3.0
chr7	+	938551	938561	3.0
chr7	+	953998	954008	3.0
chr7	+	960722	960732	3.0
chr7	+	962149	962159	3.0
chr7	+	965866	965876	3.0
chr7	+	967774	967784	3.0
chr7	+	969347	969357	3.0
chr7	+	970439	970449	3.0
chr7	+	970596	970606	3.0
chr7	+	978482	978492	3.0
chr7	+	981104	981114	3.0
chr7	+	982320	982330	3.0
chr7	+	996953	996963	3.0
chr7	+	997755	997765	3.0
chr7	+	1000272	1000282	3.0
chr7	+	1003104	1003114	3.0
chr7	+	1010178	1010188	3.0
chr7	+	1023244	1023254	3.0
