chrom	start	end	value	strand	chrom	start	end	value	strand	midpoint	c-w reads sum	c-w distance (bp)
chr7	1026127	1026137	25.0	+	chr7	1026165	1026175	11.0	-	1026151	36.0	38
chr7	767326	767336	24.0	+	chr7	767353	767363	29.0	-	767344	53.0	27
chr7	892335	892345	24.0	+	chr7	892361	892371	33.0	-	892353	57.0	26
chr7	892343	892353	24.0	+	chr7	892414	892424	5.0	-	892383	29.0	71
chr7	123433	123443	23.0	+	chr7	123519	123529	25.0	-	123481	48.0	86
chr7	761203	761213	23.0	+	chr7	761239	761249	620.0	-	761226	643.0	36
chr7	434012	434022	22.0	+	chr7	434030	434040	30.0	-	434026	52.0	18
chr7	513121	513131	22.0	+	chr7	513156	513166	5.0	-	513143	27.0	35
chr7	548323	548333	22.0	+	chr7	548348	548358	23.0	-	548340	45.0	25
chr7	609823	609833	22.0	+	chr7	609845	609855	5.0	-	609839	27.0	22
chr7	906228	906238	22.0	+	chr7	906253	906263	21.0	-	906245	43.0	25
chr7	144203	144213	21.0	+	chr7	144234	144244	13.0	-	144223	34.0	31
chr7	271795	271805	21.0	+	chr7	271822	271832	35.0	-	271813	56.0	27
chr7	322641	322651	21.0	+	chr7	322657	322667	2.0	-	322654	23.0	16
chr7	393811	393821	21.0	+	chr7	393828	393838	54.0	-	393824	75.0	17
chr7	843643	843653	21.0	+	chr7	843658	843668	12.0	-	843655	33.0	15
chr7	962158	962168	21.0	+	chr7	962190	962200	10.0	-	962179	31.0	32
chr7	36811	36821	20.0	+	chr7	36854	36864	6.0	-	36837	26.0	43
chr7	41242	41252	20.0	+	chr7	41266	41276	5.0	-	41259	25.0	24
chr7	272849	272859	20.0	+	chr7	272855	272865	11.0	-	272857	31.0	6
chr7	284252	284262	20.0	+	chr7	284263	284273	17.0	-	284262	37.0	11
chr7	547377	547387	20.0	+	chr7	547401	547411	44.0	-	547394	64.0	24
chr7	609981	609991	20.0	+	chr7	610022	610032	2.0	-	610006	22.0	41
chr7	750833	750843	20.0	+	chr7	750864	750874	29.0	-	750853	49.0	31
chr7	27634	27644	19.0	+	chr7	27661	27671	14.0	-	27652	33.0	27
chr7	35135	35145	19.0	+	chr7	35150	35160	3.0	-	35147	22.0	15
chr7	322624	322634	19.0	+	chr7	322629	322639	7.0	-	322631	26.0	5
chr7	322657	322667	19.0	+	chr7	322701	322711	2.0	-	322684	21.0	44
chr7	374924	374934	19.0	+	chr7	374932	374942	10.0	-	374933	29.0	8
chr7	548307	548317	19.0	+	chr7	548330	548340	21.0	-	548323	40.0	23
chr7	581795	581805	19.0	+	chr7	581894	581904	37.0	-	581849	56.0	99
chr7	720217	720227	19.0	+	chr7	720241	720251	35.0	-	720234	54.0	24
chr7	853559	853569	19.0	+	chr7	853585	853595	13.0	-	853577	32.0	26
chr7	115775	115785	18.0	+	chr7	115839	115849	10.0	-	115812	28.0	64
chr7	800298	800308	18.0	+	chr7	800324	800334	22.0	-	800316	40.0	26
chr7	853540	853550	18.0	+	chr7	853606	853616	11.0	-	853578	29.0	66
chr7	884301	884311	18.0	+	chr7	884355	884365	37.0	-	884333	55.0	54
chr7	974640	974650	18.0	+	chr7	974654	974664	2.0	-	974652	20.0	14
chr7	756789	756799	17.0	+	chr7	756795	756805	3.0	-	756797	20.0	6
chr7	974660	974670	17.0	+	chr7	974688	974698	13.0	-	974679	30.0	28
chr7	977010	977020	17.0	+	chr7	977047	977057	2.0	-	977033	19.0	37
chr7	1083862	1083872	17.0	+	chr7	1083893	1083903	3.0	-	1083882	20.0	31
chr7	53790	53800	16.0	+	chr7	53814	53824	6.0	-	53807	22.0	24
chr7	271457	271467	16.0	+	chr7	271460	271470	77.0	-	271463	93.0	3
chr7	560704	560714	16.0	+	chr7	560782	560792	2.0	-	560748	18.0	78
chr7	601437	601447	16.0	+	chr7	601510	601520	25.0	-	601478	41.0	73
chr7	640448	640458	16.0	+	chr7	640479	640489	4.0	-	640468	20.0	31
chr7	962170	962180	16.0	+	chr7	962265	962275	15.0	-	962222	31.0	95
chr7	1084004	1084014	16.0	+	chr7	1084034	1084044	18.0	-	1084024	34.0	30
chr7	272878	272888	15.0	+	chr7	272912	272922	13.0	-	272900	28.0	34
chr7	1051882	1051892	15.0	+	chr7	1051918	1051928	5.0	-	1051905	20.0	36
chr7	1083887	1083897	15.0	+	chr7	1083914	1083924	2.0	-	1083905	17.0	27
chr7	4	14	14.0	+	chr7	34	44	86.0	-	24	100.0	30
chr7	41279	41289	14.0	+	chr7	41320	41330	31.0	-	41304	45.0	41
chr7	144498	144508	14.0	+	chr7	144516	144526	10.0	-	144512	24.0	18
chr7	157643	157653	14.0	+	chr7	157675	157685	11.0	-	157664	25.0	32
chr7	175768	175778	14.0	+	chr7	175838	175848	3.0	-	175808	17.0	70
chr7	316408	316418	14.0	+	chr7	316441	316451	3.0	-	316429	17.0	33
chr7	393773	393783	14.0	+	chr7	393803	393813	49.0	-	393793	63.0	30
chr7	473061	473071	14.0	+	chr7	473094	473104	6.0	-	473082	20.0	33
chr7	547397	547407	14.0	+	chr7	547420	547430	43.0	-	547413	57.0	23
chr7	609997	610007	14.0	+	chr7	610063	610073	6.0	-	610035	20.0	66
chr7	807943	807953	14.0	+	chr7	807976	807986	4.0	-	807964	18.0	33
chr7	855064	855074	14.0	+	chr7	855081	855091	31.0	-	855077	45.0	17
chr7	866167	866177	14.0	+	chr7	866183	866193	20.0	-	866180	34.0	16
chr7	889537	889547	14.0	+	chr7	889563	889573	12.0	-	889555	26.0	26
chr7	905022	905032	14.0	+	chr7	905026	905036	2.0	-	905029	16.0	4
chr7	953756	953766	14.0	+	chr7	953762	953772	29.0	-	953764	43.0	6
chr7	79040	79050	13.0	+	chr7	79135	79145	3.0	-	79092	16.0	95
chr7	142661	142671	13.0	+	chr7	142681	142691	2.0	-	142676	15.0	20
chr7	245244	245254	13.0	+	chr7	245268	245278	5.0	-	245261	18.0	24
chr7	321586	321596	13.0	+	chr7	321609	321619	14.0	-	321602	27.0	23
chr7	393756	393766	13.0	+	chr7	393781	393791	12.0	-	393773	25.0	25
chr7	676807	676817	13.0	+	chr7	676819	676829	5.0	-	676818	18.0	12
chr7	681203	681213	13.0	+	chr7	681214	681224	6.0	-	681213	19.0	11
chr7	739235	739245	13.0	+	chr7	739298	739308	3.0	-	739271	16.0	63
chr7	753921	753931	13.0	+	chr7	753942	753952	8.0	-	753936	21.0	21
chr7	761185	761195	13.0	+	chr7	761210	761220	52.0	-	761202	65.0	25
chr7	843734	843744	13.0	+	chr7	843755	843765	39.0	-	843749	52.0	21
chr7	855356	855366	13.0	+	chr7	855378	855388	3.0	-	855372	16.0	22
chr7	905079	905089	13.0	+	chr7	905103	905113	31.0	-	905096	44.0	24
chr7	1051905	1051915	13.0	+	chr7	1051949	1051959	3.0	-	1051932	16.0	44
chr7	36751	36761	12.0	+	chr7	36772	36782	6.0	-	36766	18.0	21
chr7	49306	49316	12.0	+	chr7	49345	49355	24.0	-	49330	36.0	39
chr7	79125	79135	12.0	+	chr7	79152	79162	2.0	-	79143	14.0	27
chr7	123413	123423	12.0	+	chr7	123420	123430	5.0	-	123421	17.0	7
chr7	245236	245246	12.0	+	chr7	245238	245248	3.0	-	245242	15.0	2
chr7	330741	330751	12.0	+	chr7	330768	330778	50.0	-	330759	62.0	27
chr7	374888	374898	12.0	+	chr7	374911	374921	5.0	-	374904	17.0	23
chr7	375175	375185	12.0	+	chr7	375219	375229	3.0	-	375202	15.0	44
chr7	396334	396344	12.0	+	chr7	396380	396390	3.0	-	396362	15.0	46
chr7	481411	481421	12.0	+	chr7	481490	481500	5.0	-	481455	17.0	79
chr7	499959	499969	12.0	+	chr7	499974	499984	3.0	-	499971	15.0	15
chr7	513101	513111	12.0	+	chr7	513116	513126	9.0	-	513113	21.0	15
chr7	591640	591650	12.0	+	chr7	591644	591654	7.0	-	591647	19.0	4
chr7	609243	609253	12.0	+	chr7	609269	609279	95.0	-	609261	107.0	26
chr7	648223	648233	12.0	+	chr7	648250	648260	7.0	-	648241	19.0	27
chr7	689863	689873	12.0	+	chr7	689889	689899	25.0	-	689881	37.0	26
chr7	718701	718711	12.0	+	chr7	718801	718811	7.0	-	718756	19.0	100
chr7	853822	853832	12.0	+	chr7	853852	853862	2.0	-	853842	14.0	30
chr7	986991	987001	12.0	+	chr7	987017	987027	5.0	-	987009	17.0	26
chr7	40967	40977	11.0	+	chr7	40981	40991	3.0	-	40979	14.0	14
chr7	143873	143883	11.0	+	chr7	143950	143960	4.0	-	143916	15.0	77
chr7	284177	284187	11.0	+	chr7	284193	284203	11.0	-	284190	22.0	16
chr7	316312	316322	11.0	+	chr7	316345	316355	5.0	-	316333	16.0	33
chr7	321601	321611	11.0	+	chr7	321631	321641	69.0	-	321621	80.0	30
chr7	373838	373848	11.0	+	chr7	373906	373916	2.0	-	373877	13.0	68
chr7	397939	397949	11.0	+	chr7	398005	398015	5.0	-	397977	16.0	66
chr7	472852	472862	11.0	+	chr7	472919	472929	2.0	-	472890	13.0	67
chr7	485277	485287	11.0	+	chr7	485302	485312	2.0	-	485294	13.0	25
chr7	513215	513225	11.0	+	chr7	513252	513262	2.0	-	513238	13.0	37
chr7	601496	601506	11.0	+	chr7	601554	601564	2.0	-	601530	13.0	58
chr7	625498	625508	11.0	+	chr7	625523	625533	16.0	-	625515	27.0	25
chr7	681168	681178	11.0	+	chr7	681205	681215	7.0	-	681191	18.0	37
chr7	754009	754019	11.0	+	chr7	754024	754034	11.0	-	754021	22.0	15
chr7	761146	761156	11.0	+	chr7	761173	761183	8.0	-	761164	19.0	27
chr7	779589	779599	11.0	+	chr7	779616	779626	4.0	-	779607	15.0	27
chr7	787321	787331	11.0	+	chr7	787395	787405	8.0	-	787363	19.0	74
chr7	807061	807071	11.0	+	chr7	807144	807154	2.0	-	807107	13.0	83
chr7	823466	823476	11.0	+	chr7	823470	823480	3.0	-	823473	14.0	4
chr7	866133	866143	11.0	+	chr7	866157	866167	6.0	-	866150	17.0	24
chr7	888701	888711	11.0	+	chr7	888738	888748	7.0	-	888724	18.0	37
chr7	953728	953738	11.0	+	chr7	953730	953740	8.0	-	953734	19.0	2
chr7	1004195	1004205	11.0	+	chr7	1004202	1004212	2.0	-	1004203	13.0	7
chr7	47553	47563	10.0	+	chr7	47562	47572	4.0	-	47562	14.0	9
chr7	53833	53843	10.0	+	chr7	53882	53892	3.0	-	53862	13.0	49
chr7	76664	76674	10.0	+	chr7	76690	76700	149.0	-	76682	159.0	26
chr7	144260	144270	10.0	+	chr7	144292	144302	9.0	-	144281	19.0	32
chr7	205665	205675	10.0	+	chr7	205679	205689	3.0	-	205677	13.0	14
chr7	253543	253553	10.0	+	chr7	253596	253606	4.0	-	253574	14.0	53
chr7	255684	255694	10.0	+	chr7	255766	255776	2.0	-	255730	12.0	82
chr7	271649	271659	10.0	+	chr7	271689	271699	5.0	-	271674	15.0	40
chr7	284196	284206	10.0	+	chr7	284220	284230	26.0	-	284213	36.0	24
chr7	346029	346039	10.0	+	chr7	346061	346071	4.0	-	346050	14.0	32
chr7	393535	393545	10.0	+	chr7	393629	393639	2.0	-	393587	12.0	94
chr7	428560	428570	10.0	+	chr7	428642	428652	6.0	-	428606	16.0	82
chr7	511086	511096	10.0	+	chr7	511120	511130	3.0	-	511108	13.0	34
chr7	557420	557430	10.0	+	chr7	557425	557435	3.0	-	557427	13.0	5
chr7	601405	601415	10.0	+	chr7	601431	601441	3.0	-	601423	13.0	26
chr7	750770	750780	10.0	+	chr7	750799	750809	3.0	-	750789	13.0	29
chr7	756680	756690	10.0	+	chr7	756712	756722	22.0	-	756701	32.0	32
chr7	794398	794408	10.0	+	chr7	794441	794451	2.0	-	794424	12.0	43
chr7	857776	857786	10.0	+	chr7	857796	857806	15.0	-	857791	25.0	20
chr7	866192	866202	10.0	+	chr7	866208	866218	7.0	-	866205	17.0	16
chr7	1084056	1084066	10.0	+	chr7	1084079	1084089	8.0	-	1084072	18.0	23
chr7	36904	36914	9.0	+	chr7	36982	36992	6.0	-	36948	15.0	78
chr7	53633	53643	9.0	+	chr7	53637	53647	7.0	-	53640	16.0	4
chr7	92371	92381	9.0	+	chr7	92415	92425	71.0	-	92398	80.0	44
chr7	144551	144561	9.0	+	chr7	144558	144568	10.0	-	144559	19.0	7
chr7	217298	217308	9.0	+	chr7	217313	217323	7.0	-	217310	16.0	15
chr7	224296	224306	9.0	+	chr7	224388	224398	7.0	-	224347	16.0	92
chr7	271764	271774	9.0	+	chr7	271788	271798	19.0	-	271781	28.0	24
chr7	298946	298956	9.0	+	chr7	298980	298990	6.0	-	298968	15.0	34
chr7	316386	316396	9.0	+	chr7	316415	316425	2.0	-	316405	11.0	29
chr7	345674	345684	9.0	+	chr7	345709	345719	4.0	-	345696	13.0	35
chr7	347252	347262	9.0	+	chr7	347277	347287	2.0	-	347269	11.0	25
chr7	375010	375020	9.0	+	chr7	375046	375056	10.0	-	375033	19.0	36
chr7	394061	394071	9.0	+	chr7	394100	394110	4.0	-	394085	13.0	39
chr7	485345	485355	9.0	+	chr7	485363	485373	3.0	-	485359	12.0	18
chr7	552863	552873	9.0	+	chr7	552908	552918	5.0	-	552890	14.0	45
chr7	606446	606456	9.0	+	chr7	606508	606518	2.0	-	606482	11.0	62
chr7	671723	671733	9.0	+	chr7	671799	671809	2.0	-	671766	11.0	76
chr7	718775	718785	9.0	+	chr7	718848	718858	7.0	-	718816	16.0	73
chr7	750820	750830	9.0	+	chr7	750842	750852	14.0	-	750836	23.0	22
chr7	872337	872347	9.0	+	chr7	872364	872374	2.0	-	872355	11.0	27
chr7	932176	932186	9.0	+	chr7	932271	932281	2.0	-	932228	11.0	95
chr7	977032	977042	9.0	+	chr7	977054	977064	2.0	-	977048	11.0	22
chr7	1051998	1052008	9.0	+	chr7	1052015	1052025	2.0	-	1052011	11.0	17
chr7	1063609	1063619	9.0	+	chr7	1063660	1063670	2.0	-	1063639	11.0	51
chr7	27602	27612	8.0	+	chr7	27603	27613	3.0	-	27607	11.0	1
chr7	41386	41396	8.0	+	chr7	41402	41412	8.0	-	41399	16.0	16
chr7	53873	53883	8.0	+	chr7	53924	53934	9.0	-	53903	17.0	51
chr7	53984	53994	8.0	+	chr7	54024	54034	3.0	-	54009	11.0	40
chr7	76630	76640	8.0	+	chr7	76642	76652	2.0	-	76641	10.0	12
chr7	86112	86122	8.0	+	chr7	86168	86178	2.0	-	86145	10.0	56
chr7	92213	92223	8.0	+	chr7	92260	92270	2.0	-	92241	10.0	47
chr7	93077	93087	8.0	+	chr7	93086	93096	8.0	-	93086	16.0	9
chr7	98668	98678	8.0	+	chr7	98738	98748	3.0	-	98708	11.0	70
chr7	115709	115719	8.0	+	chr7	115738	115748	6.0	-	115728	14.0	29
chr7	122248	122258	8.0	+	chr7	122268	122278	27.0	-	122263	35.0	20
chr7	124007	124017	8.0	+	chr7	124038	124048	2.0	-	124027	10.0	31
chr7	129290	129300	8.0	+	chr7	129325	129335	3.0	-	129312	11.0	35
chr7	158991	159001	8.0	+	chr7	159072	159082	5.0	-	159036	13.0	81
chr7	166690	166700	8.0	+	chr7	166788	166798	2.0	-	166744	10.0	98
chr7	191043	191053	8.0	+	chr7	191068	191078	39.0	-	191060	47.0	25
chr7	218304	218314	8.0	+	chr7	218358	218368	4.0	-	218336	12.0	54
chr7	233639	233649	8.0	+	chr7	233697	233707	2.0	-	233673	10.0	58
chr7	245366	245376	8.0	+	chr7	245379	245389	9.0	-	245377	17.0	13
chr7	272799	272809	8.0	+	chr7	272824	272834	4.0	-	272816	12.0	25
chr7	273024	273034	8.0	+	chr7	273049	273059	28.0	-	273041	36.0	25
chr7	284373	284383	8.0	+	chr7	284384	284394	2.0	-	284383	10.0	11
chr7	321652	321662	8.0	+	chr7	321667	321677	6.0	-	321664	14.0	15
chr7	345892	345902	8.0	+	chr7	345909	345919	5.0	-	345905	13.0	17
chr7	375453	375463	8.0	+	chr7	375510	375520	2.0	-	375486	10.0	57
chr7	384335	384345	8.0	+	chr7	384398	384408	2.0	-	384371	10.0	63
chr7	398154	398164	8.0	+	chr7	398155	398165	11.0	-	398159	19.0	1
chr7	399569	399579	8.0	+	chr7	399594	399604	3.0	-	399586	11.0	25
chr7	417280	417290	8.0	+	chr7	417302	417312	7.0	-	417296	15.0	22
chr7	476991	477001	8.0	+	chr7	477016	477026	2.0	-	477008	10.0	25
chr7	481554	481564	8.0	+	chr7	481570	481580	2.0	-	481567	10.0	16
chr7	482013	482023	8.0	+	chr7	482054	482064	2.0	-	482038	10.0	41
chr7	499943	499953	8.0	+	chr7	499957	499967	2.0	-	499955	10.0	14
chr7	500050	500060	8.0	+	chr7	500071	500081	20.0	-	500065	28.0	21
chr7	511221	511231	8.0	+	chr7	511277	511287	3.0	-	511254	11.0	56
